id,text,entities,relations
5063,"Ghostwriter actors have quickly adopted this new technique, combining it with a previously observed technique, hosting credential phishing landing pages on compromised sites.","[{'end_offset': 173, 'id': 51170, 'label': 'attack-pattern', 'start_offset': 111}, {'end_offset': 11, 'id': 51169, 'label': 'threat-actor', 'start_offset': 0}]","[{'from_id': 51169, 'id': 1066, 'to_id': 51170, 'type': 'uses'}]"
4367,Trend Micro™ Deep Discovery™ Email Inspector – Defends users through a combination of real-time scanning and advanced analysis techniques for known and unknown attacks.    Indicators of Compromise Hashes of the malicious encrypted documents:      SHA256  Detection name  dacf7868a71440a7d7d8797caca1aa29b7780801e6f3b3bc33123f16989354b2  Trojan.W97M.CONFUCIUS.A  0f6bcbdf4d192f8273887f9858819dd4690397a92fb28a60bb731c873c438e07  Trojan.W97M.CONFUCIUS.B,"[{'end_offset': 451, 'id': 50153, 'label': 'malware', 'start_offset': 428}, {'end_offset': 28, 'id': 50149, 'label': 'SOFTWARE', 'start_offset': 0}, {'end_offset': 335, 'id': 50150, 'label': 'hash', 'start_offset': 271}, {'end_offset': 360, 'id': 50151, 'label': 'malware', 'start_offset': 337}, {'end_offset': 426, 'id': 50152, 'label': 'hash', 'start_offset': 362}]","[{'from_id': 50150, 'id': 920, 'to_id': 50151, 'type': 'indicates'}, {'from_id': 50152, 'id': 921, 'to_id': 50153, 'type': 'indicates'}]"
14297,Infection chain of Maikspy Windows variant  Figure 8.,"[{'end_offset': 27, 'id': 48503, 'label': 'malware', 'start_offset': 19}, {'end_offset': 35, 'id': 48504, 'label': 'SOFTWARE', 'start_offset': 27}]","[{'from_id': 48503, 'id': 434, 'to_id': 48504, 'type': 'targets'}]"
1266, Four of the five Sysget variants included a form of decoy document to trick users into believing they had opened a legitimate file rather than malware.,"[{'end_offset': 24, 'id': 46642, 'label': 'malware', 'start_offset': 18}, {'end_offset': 67, 'id': 44958, 'label': 'attack-pattern', 'start_offset': 53}]","[{'from_id': 46642, 'id': 204, 'to_id': 44958, 'type': 'uses'}]"
534,"For example, GandCrab uses JScript as a downloader, leveraging Windows Background Intelligent Transfer Service (BITS) to download the payload in the background (Figure 5).","[{'end_offset': 21, 'id': 44765, 'label': 'malware', 'start_offset': 13}, {'end_offset': 117, 'id': 44766, 'label': 'tools', 'start_offset': 63}]","[{'from_id': 44765, 'id': 20, 'to_id': 44766, 'type': 'uses'}]"
13499,"While it offers standard mailbox copies that was likely stolen with the help of credential phishing, Void Balaur also offers copies of mailboxes that have not been interacted with — for a higher price.","[{'end_offset': 112, 'id': 51567, 'label': 'threat-actor', 'start_offset': 101}, {'end_offset': 99, 'id': 51568, 'label': 'attack-pattern', 'start_offset': 80}]","[{'from_id': 51567, 'id': 1104, 'to_id': 51568, 'type': 'uses'}]"
2407,Affected Software and Versions Background on the Spring Framework Root Cause Analysis for CVE-2022-22965,"[{'end_offset': 104, 'id': 47486, 'label': 'vulnerability', 'start_offset': 90}, {'end_offset': 65, 'id': 47485, 'label': 'SOFTWARE', 'start_offset': 49}]","[{'from_id': 47485, 'id': 335, 'to_id': 47486, 'type': 'has'}]"
1831,Detecting and deleting Mimikatz      We observed the PowerShell script disabling the security products by leveraging aswarpot.sys (a legitimate Avast Anti-Rootkit Driver).,"[{'end_offset': 31, 'id': 5382, 'label': 'tools', 'start_offset': 23}, {'end_offset': 63, 'id': 5383, 'label': 'tools', 'start_offset': 53}, {'end_offset': 169, 'id': 46962, 'label': 'SOFTWARE', 'start_offset': 144}, {'end_offset': 129, 'id': 46963, 'label': 'FILEPATH', 'start_offset': 117}, {'end_offset': 102, 'id': 46964, 'label': 'attack-pattern', 'start_offset': 71}]","[{'from_id': 46962, 'id': 278, 'to_id': 46963, 'type': 'consists-of'}]"
2816," Reports quickly emerged that this attack was effective due to the presence of code exploiting a vulnerability (CVE-2017-0144) in Microsoft Windows (code named: ETERNALBLUE) that was released as part of the Equation Group dump by the Shadow Brokers in their fifth leak on April 14, 2017.","[{'end_offset': 147, 'id': 48034, 'label': 'SOFTWARE', 'start_offset': 130}, {'end_offset': 286, 'id': 48035, 'label': 'TIME', 'start_offset': 272}, {'end_offset': 125, 'id': 48033, 'label': 'vulnerability', 'start_offset': 112}, {'end_offset': 172, 'id': 8600, 'label': 'vulnerability', 'start_offset': 161}, {'end_offset': 221, 'id': 8601, 'label': 'threat-actor', 'start_offset': 207}, {'end_offset': 248, 'id': 8602, 'label': 'threat-actor', 'start_offset': 230}]","[{'from_id': 48034, 'id': 377, 'to_id': 48033, 'type': 'has'}, {'from_id': 8600, 'id': 378, 'to_id': 48033, 'type': 'related-to'}, {'from_id': 8600, 'id': 379, 'to_id': 8601, 'type': 'related-to'}]"
634," The latest version of the Petya ransomware is spreading over Windows SMB and is reportedly using the ETERNALBLUE exploit tool, which exploits CVE-2017-0144 and was originally released by the Shadow Brokers group in April 2017.","[{'end_offset': 32, 'id': 2111, 'label': 'malware', 'start_offset': 27}, {'end_offset': 113, 'id': 2113, 'label': 'malware', 'start_offset': 102}, {'end_offset': 206, 'id': 2116, 'label': 'threat-actor', 'start_offset': 188}, {'end_offset': 73, 'id': 46221, 'label': 'SOFTWARE', 'start_offset': 62}, {'end_offset': 156, 'id': 46222, 'label': 'vulnerability', 'start_offset': 143}, {'end_offset': 226, 'id': 46223, 'label': 'TIME', 'start_offset': 216}]","[{'from_id': 2111, 'id': 171, 'to_id': 46222, 'type': 'exploits'}, {'from_id': 2111, 'id': 170, 'to_id': 46221, 'type': 'targets'}, {'from_id': 2116, 'id': 172, 'to_id': 2113, 'type': 'authored-by'}, {'from_id': 46222, 'id': 173, 'to_id': 46221, 'type': 'targets'}]"
3364,.Python.BIOPASS.A  30ccfbf24b7c8cc15f85541d5ec18feb0e19e75e1e4d2bca9941e6585dad7bc7  cdaemon.txt  BIOPASS RAT Python Script (Cdaemon module)  Trojan,"[{'end_offset': 109, 'id': 10180, 'label': 'malware', 'start_offset': 98}, {'end_offset': 83, 'id': 10179, 'label': 'hash', 'start_offset': 19}, {'end_offset': 17, 'id': 48981, 'label': 'malware', 'start_offset': 1}, {'end_offset': 96, 'id': 48982, 'label': 'FILEPATH', 'start_offset': 85}]","[{'from_id': 48982, 'id': 538, 'to_id': 10179, 'type': 'duplicate-of'}, {'from_id': 10179, 'id': 539, 'to_id': 10180, 'type': 'indicates'}, {'from_id': 48982, 'id': 540, 'to_id': 10180, 'type': 'indicates'}, {'from_id': 48981, 'id': 541, 'to_id': 10180, 'type': 'duplicate-of'}]"
3443, We recommend that customers update their F5 BIG-IP deployments to one of the following versions that have patches to mitigate CVE-2022-1388:,"[{'end_offset': 51, 'id': 49212, 'label': 'tools', 'start_offset': 42}, {'end_offset': 140, 'id': 49211, 'label': 'vulnerability', 'start_offset': 127}]","[{'from_id': 49212, 'id': 758, 'to_id': 49211, 'type': 'has'}]"
5025,"Recently observed Turla domains: COLDRIVER, a Russian-based threat actor sometimes referred to as Callisto, continues to use Gmail accounts to send credential phishing emails to a variety of Google and non-Google accounts.","[{'end_offset': 42, 'id': 51091, 'label': 'threat-actor', 'start_offset': 33}, {'end_offset': 106, 'id': 51092, 'label': 'threat-actor', 'start_offset': 98}, {'end_offset': 130, 'id': 51093, 'label': 'SOFTWARE', 'start_offset': 125}, {'end_offset': 197, 'id': 51094, 'label': 'identity', 'start_offset': 191}, {'end_offset': 23, 'id': 51090, 'label': 'threat-actor', 'start_offset': 18}]","[{'from_id': 51092, 'id': 1040, 'to_id': 51091, 'type': 'duplicate-of'}, {'from_id': 51091, 'id': 1041, 'to_id': 51093, 'type': 'uses'}, {'from_id': 51091, 'id': 1042, 'to_id': 51094, 'type': 'targets'}]"
3466,The decoy document will extract the Marade downloader.,"[{'end_offset': 53, 'id': 49264, 'label': 'malware', 'start_offset': 36}, {'end_offset': 18, 'id': 49265, 'label': 'attack-pattern', 'start_offset': 4}]","[{'from_id': 49265, 'id': 774, 'to_id': 49264, 'type': 'delivers'}]"
1654, Of particular note is how these actors use a Remote Administration Tool (RAT) named NetWire (part of the NetWiredRC malware family).,"[{'end_offset': 92, 'id': 46866, 'label': 'malware', 'start_offset': 85}, {'end_offset': 116, 'id': 46867, 'label': 'malware', 'start_offset': 106}]","[{'from_id': 46866, 'id': 243, 'to_id': 46867, 'type': 'variant-of'}]"
2393,A timeline of Earth Baku’s previous campaign as APT41 and its new campaign How Earth Baku creates its malware tools Earth Baku is known for its use of self-developed tools.,"[{'end_offset': 24, 'id': 47459, 'label': 'threat-actor', 'start_offset': 14}, {'end_offset': 53, 'id': 47460, 'label': 'threat-actor', 'start_offset': 48}, {'end_offset': 89, 'id': 47461, 'label': 'threat-actor', 'start_offset': 79}, {'end_offset': 126, 'id': 47462, 'label': 'threat-actor', 'start_offset': 116}]","[{'from_id': 47459, 'id': 331, 'to_id': 47460, 'type': 'duplicate-of'}]"
4874,"Benabdellah, who also goes by the moniker Houdini, has been actively involved in the day-to-day development and operational deployment of the credential phishing capabilities used by this group since its inception.","[{'end_offset': 161, 'id': 50881, 'label': 'attack-pattern', 'start_offset': 142}, {'end_offset': 11, 'id': 50879, 'label': 'identity', 'start_offset': 0}, {'end_offset': 49, 'id': 50880, 'label': 'identity', 'start_offset': 42}]","[{'from_id': 50880, 'id': 1030, 'to_id': 50879, 'type': 'duplicate-of'}]"
4015,"Earth Centaur, previously known as Tropic Trooper, is a long-running cyberespionage threat group that has been active since 2011.","[{'end_offset': 128, 'id': 49866, 'label': 'TIME', 'start_offset': 118}, {'end_offset': 49, 'id': 49865, 'label': 'threat-actor', 'start_offset': 35}, {'end_offset': 13, 'id': 49864, 'label': 'threat-actor', 'start_offset': 0}]","[{'from_id': 49864, 'id': 883, 'to_id': 49865, 'type': 'duplicate-of'}]"
5022,"Turla, a group TAG attributes to Russia FSB, continues to run campaigns against the Baltics, targeting defense and cybersecurity organizations in the region.","[{'end_offset': 18, 'id': 51087, 'label': 'identity', 'start_offset': 15}, {'end_offset': 5, 'id': 51086, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 43, 'id': 51088, 'label': 'identity', 'start_offset': 33}, {'end_offset': 91, 'id': 51089, 'label': 'location', 'start_offset': 84}]","[{'from_id': 51086, 'id': 1038, 'to_id': 51088, 'type': 'attributed-to'}, {'from_id': 51086, 'id': 1039, 'to_id': 51089, 'type': 'targets'}]"
347,The PDF  exploits CVE-2013-2729 to download a binary which also installed CryptoWall 2.0.,"[{'end_offset': 88, 'id': 46035, 'label': 'malware', 'start_offset': 74}, {'end_offset': 31, 'id': 46036, 'label': 'vulnerability', 'start_offset': 18}]","[{'from_id': 46035, 'id': 151, 'to_id': 46036, 'type': 'exploits'}]"
4821,"One recent campaign from a group tracked by CERT-UA as UAC-0098 delivered malicious documents with the Follina exploit in password-protected archives, impersonating the State Tax Service of Ukraine.","[{'end_offset': 51, 'id': 50760, 'label': 'identity', 'start_offset': 44}, {'end_offset': 63, 'id': 50761, 'label': 'threat-actor', 'start_offset': 55}, {'end_offset': 118, 'id': 50762, 'label': 'vulnerability', 'start_offset': 103}, {'end_offset': 197, 'id': 50763, 'label': 'identity', 'start_offset': 169}]","[{'from_id': 50761, 'id': 1008, 'to_id': 50763, 'type': 'impersonates'}, {'from_id': 50761, 'id': 1009, 'to_id': 50762, 'type': 'uses'}]"
2030," While there is a lot of overlap between HelloXD and Babuk, there are some small but crucial differences to take note of between Babuk and the two different variants.  HelloXD version 1 is the least modified, utilizing Curve25519-Donna and a modified HC-128 algorithm to encrypt file data, while also containing the same CRC hashing routine incorporating the string dong, possibly referencing Chuong Dong, who had previously analyzed and reported on the first version of Babuk (Figure 8).","[{'end_offset': 58, 'id': 47125, 'label': 'malware', 'start_offset': 53}, {'end_offset': 175, 'id': 47127, 'label': 'malware', 'start_offset': 168}, {'end_offset': 476, 'id': 47128, 'label': 'malware', 'start_offset': 471}, {'end_offset': 404, 'id': 47129, 'label': 'identity', 'start_offset': 393}, {'end_offset': 48, 'id': 47124, 'label': 'malware', 'start_offset': 41}, {'end_offset': 134, 'id': 47126, 'label': 'malware', 'start_offset': 129}]","[{'from_id': 47124, 'id': 305, 'to_id': 47125, 'type': 'variant-of'}]"
1711," In October, CryptoWall 2.0 began using the Tor anonymity network to serve web pages to infected users who wanted their encrypted files back.","[{'end_offset': 47, 'id': 5083, 'label': 'tools', 'start_offset': 44}, {'end_offset': 11, 'id': 46886, 'label': 'TIME', 'start_offset': 4}, {'end_offset': 27, 'id': 46887, 'label': 'malware', 'start_offset': 13}]","[{'from_id': 46887, 'id': 248, 'to_id': 5083, 'type': 'uses'}]"
3448,These were found by analysis of the packet captures that triggered the F5 BIG-IP Authentication Bypass Vulnerability signature.,"[{'end_offset': 116, 'id': 49220, 'label': 'vulnerability', 'start_offset': 81}, {'end_offset': 80, 'id': 49221, 'label': 'tools', 'start_offset': 71}]","[{'from_id': 49221, 'id': 759, 'to_id': 49220, 'type': 'has'}]"
2404," On April 8, we updated this blog to include statistics on SpringShell exploitation attempts that we identified by analyzing hits on the Spring Core Remote Code Execution Vulnerability threat prevention signature for the Palo Alto Networks Next-Generation Firewall, as well as alerts triggered in Cortex XDR.","[{'end_offset': 307, 'id': 47484, 'label': 'SOFTWARE', 'start_offset': 297}, {'end_offset': 11, 'id': 47480, 'label': 'TIME', 'start_offset': 4}, {'end_offset': 70, 'id': 47481, 'label': 'vulnerability', 'start_offset': 59}, {'end_offset': 184, 'id': 47482, 'label': 'vulnerability', 'start_offset': 137}, {'end_offset': 264, 'id': 47483, 'label': 'SOFTWARE', 'start_offset': 221}]","[{'from_id': 47481, 'id': 334, 'to_id': 47482, 'type': 'related-to'}]"
13924,That the group admittedly spares companies in CIS countries could be a clue to where DarkSide actors are residing.,"[{'end_offset': 94, 'id': 48752, 'label': 'malware', 'start_offset': 85}, {'end_offset': 59, 'id': 48753, 'label': 'location', 'start_offset': 46}]","[{'from_id': 48752, 'id': 457, 'to_id': 48753, 'type': 'related-to'}]"
3763," CVE-2022-22960 is a privilege escalation vulnerability in VMware Workspace ONE Access, Identity Manager and vRealize Automation instances, due to improper permissions in support scripts.","[{'end_offset': 41, 'id': 49592, 'label': 'attack-pattern', 'start_offset': 21}, {'end_offset': 128, 'id': 49593, 'label': 'SOFTWARE', 'start_offset': 59}, {'end_offset': 15, 'id': 49591, 'label': 'vulnerability', 'start_offset': 1}]","[{'from_id': 49591, 'id': 839, 'to_id': 49592, 'type': 'uses'}, {'from_id': 49593, 'id': 840, 'to_id': 49591, 'type': 'has'}]"
2081,"Most of his videos, comments, configurations and tutorials are written in Russian – and when combined with knowledge gained from a few OPSEC mistakes – Russia is also where we believe x4k originates from.","[{'end_offset': 187, 'id': 47209, 'label': 'threat-actor', 'start_offset': 184}, {'end_offset': 158, 'id': 47210, 'label': 'location', 'start_offset': 152}]","[{'from_id': 47209, 'id': 310, 'to_id': 47210, 'type': 'located-at'}]"
1580," According to ESET, the initial infection vector for Bad Rabbit is through a fake Adobe Flash update that is offered up from compromised websites.","[{'end_offset': 63, 'id': 4716, 'label': 'malware', 'start_offset': 53}, {'end_offset': 18, 'id': 46834, 'label': 'identity', 'start_offset': 14}, {'end_offset': 93, 'id': 46835, 'label': 'SOFTWARE', 'start_offset': 82}]","[{'from_id': 4716, 'id': 241, 'to_id': 46835, 'type': 'related-to'}]"
3182,"The initial delivery mechanism of BIOPASS RAT uses of a watering hole, a compromised website in which the malicious actors inject their custom JavaScript code to deliver malware.","[{'end_offset': 69, 'id': 48312, 'label': 'attack-pattern', 'start_offset': 56}, {'end_offset': 45, 'id': 48311, 'label': 'malware', 'start_offset': 34}]","[{'from_id': 48311, 'id': 405, 'to_id': 48312, 'type': 'uses'}]"
3315,"Although these are not implemented inside the BIOPASS RAT malware, we have observed two additional plug-ins that are written in Python (“getwechatdb” and “xss_spoof”) and were deployed by the threat actor to a victim who had been infected with Cobalt Strike.","[{'end_offset': 57, 'id': 48398, 'label': 'malware', 'start_offset': 46}, {'end_offset': 134, 'id': 48399, 'label': 'SOFTWARE', 'start_offset': 128}, {'end_offset': 257, 'id': 48400, 'label': 'tools', 'start_offset': 244}]","[{'from_id': 48398, 'id': 409, 'to_id': 48400, 'type': 'uses'}]"
3394,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  5fd2da648068f75a4a66b08d6d93793f735be62ae88085a79d839b6a0d6d859a  flash1.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  660cef8210f823acb0b31d78fbce1d6f3f8c4f43231286f7ac69f75b2c42c020  flashplayerpp_install_cn.exe,"[{'end_offset': 11, 'id': 10248, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10249, 'label': 'hash', 'start_offset': 46}, {'end_offset': 135, 'id': 10250, 'label': 'malware', 'start_offset': 124}, {'end_offset': 234, 'id': 10251, 'label': 'hash', 'start_offset': 170}, {'end_offset': 168, 'id': 49052, 'label': 'malware', 'start_offset': 144}, {'end_offset': 264, 'id': 49053, 'label': 'FILEPATH', 'start_offset': 236}, {'end_offset': 122, 'id': 49054, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 44, 'id': 49051, 'label': 'malware', 'start_offset': 20}]","[{'from_id': 10248, 'id': 608, 'to_id': 49051, 'type': 'duplicate-of'}, {'from_id': 10250, 'id': 609, 'to_id': 49052, 'type': 'duplicate-of'}, {'from_id': 49054, 'id': 610, 'to_id': 10249, 'type': 'duplicate-of'}, {'from_id': 49053, 'id': 611, 'to_id': 10251, 'type': 'duplicate-of'}, {'from_id': 10251, 'id': 612, 'to_id': 49052, 'type': 'indicates'}, {'from_id': 49053, 'id': 613, 'to_id': 49052, 'type': 'indicates'}, {'from_id': 49054, 'id': 614, 'to_id': 49051, 'type': 'indicates'}, {'from_id': 10249, 'id': 615, 'to_id': 49051, 'type': 'indicates'}]"
3799,"While ChessMaster still uses the previous exploit, it also added more methods to its arsenal: one exploits another vulnerability, CVE-2017-11882 (patched in November 2017), which was also exploited to deliver illegal versions of the Loki infostealer.","[{'end_offset': 249, 'id': 49668, 'label': 'malware', 'start_offset': 233}, {'end_offset': 170, 'id': 49669, 'label': 'TIME', 'start_offset': 157}, {'end_offset': 144, 'id': 49670, 'label': 'vulnerability', 'start_offset': 130}, {'end_offset': 17, 'id': 49671, 'label': 'malware', 'start_offset': 6}]","[{'from_id': 49671, 'id': 856, 'to_id': 49670, 'type': 'exploits'}, {'from_id': 49670, 'id': 857, 'to_id': 49668, 'type': 'drops'}]"
3350,"While these connections allow us to link the malware to the Winnti Group, the different targets between BIOPASS RAT and the current operations by Winnti’s that we are tracking makes associating the two more difficult.","[{'end_offset': 72, 'id': 48963, 'label': 'threat-actor', 'start_offset': 60}, {'end_offset': 115, 'id': 48964, 'label': 'malware', 'start_offset': 104}, {'end_offset': 152, 'id': 48965, 'label': 'threat-actor', 'start_offset': 146}]","[{'from_id': 48963, 'id': 515, 'to_id': 48964, 'type': 'uses'}]"
5438,"While the Cyclops Blink malware variant that we analyzed in this report is complicated in nature, one thing proves to be unmistakable when it comes to the Sandworm group that created it: Sandworm is a persistent and sophisticated group whose motives are clearly at odds with those that would be expected from groups that are primarily financially motivated.","[{'end_offset': 163, 'id': 51438, 'label': 'threat-actor', 'start_offset': 155}, {'end_offset': 23, 'id': 51437, 'label': 'malware', 'start_offset': 10}, {'end_offset': 195, 'id': 51439, 'label': 'threat-actor', 'start_offset': 187}]","[{'from_id': 51437, 'id': 1095, 'to_id': 51438, 'type': 'attributed-to'}]"
3401,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  8445c0189735766edf0e3d01b91f6f98563fef272ac5c92d3701a1174ad072dd  Silverlight_ins.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  89c0b2036ce8d1d91f6d8b8171219aafcd6237c811770fa16edf922cedfecc54  MTYwOTI1MzEzNQ==.exe  BIOPASS RAT Loader  Backdoor.,"[{'end_offset': 11, 'id': 10265, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10266, 'label': 'hash', 'start_offset': 46}, {'end_offset': 144, 'id': 10267, 'label': 'malware', 'start_offset': 133}, {'end_offset': 243, 'id': 10268, 'label': 'hash', 'start_offset': 179}, {'end_offset': 278, 'id': 10269, 'label': 'malware', 'start_offset': 267}, {'end_offset': 44, 'id': 49066, 'label': 'malware', 'start_offset': 20}, {'end_offset': 131, 'id': 49067, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 177, 'id': 49068, 'label': 'malware', 'start_offset': 153}, {'end_offset': 265, 'id': 49069, 'label': 'FILEPATH', 'start_offset': 245}]","[{'from_id': 10265, 'id': 640, 'to_id': 49066, 'type': 'duplicate-of'}, {'from_id': 49067, 'id': 641, 'to_id': 10266, 'type': 'duplicate-of'}, {'from_id': 10267, 'id': 642, 'to_id': 49068, 'type': 'duplicate-of'}, {'from_id': 10269, 'id': 643, 'to_id': 49068, 'type': 'duplicate-of'}, {'from_id': 10268, 'id': 644, 'to_id': 49069, 'type': 'duplicate-of'}, {'from_id': 49067, 'id': 645, 'to_id': 49066, 'type': 'indicates'}, {'from_id': 10266, 'id': 646, 'to_id': 49066, 'type': 'indicates'}, {'from_id': 10268, 'id': 647, 'to_id': 10269, 'type': 'indicates'}, {'from_id': 49069, 'id': 648, 'to_id': 10269, 'type': 'indicates'}]"
3363,.Python.BIOPASS.A  34be85754a84cc44e5bb752ee3a95e2832e7be1f611dd99e9a1233c812a6dad2  c1222.txt  BIOPASS RAT Python Script (C1222 module)  Trojan,"[{'end_offset': 83, 'id': 10177, 'label': 'hash', 'start_offset': 19}, {'end_offset': 107, 'id': 10178, 'label': 'malware', 'start_offset': 96}, {'end_offset': 17, 'id': 48979, 'label': 'malware', 'start_offset': 0}, {'end_offset': 94, 'id': 48980, 'label': 'FILEPATH', 'start_offset': 85}]","[{'from_id': 48979, 'id': 534, 'to_id': 10178, 'type': 'duplicate-of'}, {'from_id': 48980, 'id': 535, 'to_id': 10177, 'type': 'duplicate-of'}, {'from_id': 10177, 'id': 536, 'to_id': 10178, 'type': 'indicates'}, {'from_id': 48980, 'id': 537, 'to_id': 10178, 'type': 'indicates'}]"
573," Ryuk will change the infected file extension to .RYK, and leave a ransom note called RyukReadMe.html.","[{'end_offset': 5, 'id': 44783, 'label': 'malware', 'start_offset': 1}, {'end_offset': 101, 'id': 44784, 'label': 'FILEPATH', 'start_offset': 86}]","[{'from_id': 44784, 'id': 22, 'to_id': 44783, 'type': 'indicates'}]"
3698,FIN7 utilizes guardrails to restrict execution and abused utilities that allow indirect command execution that can go past security restrictions.,"[{'end_offset': 105, 'id': 49495, 'label': 'attack-pattern', 'start_offset': 79}, {'end_offset': 4, 'id': 49496, 'label': 'threat-actor', 'start_offset': 0}, {'end_offset': 24, 'id': 49497, 'label': 'tools', 'start_offset': 14}]","[{'from_id': 49496, 'id': 809, 'to_id': 49497, 'type': 'uses'}, {'from_id': 49496, 'id': 810, 'to_id': 49495, 'type': 'uses'}]"
13715,"It is associated with the cyberespionage group BlackTech, which mainly targets technology companies and government agencies in East Asia (specifically Taiwan, and in some instances, Japan and Hong Kong) and is responsible for some infamous campaigns such as PLEAD and Shrouded Crossbow.","[{'end_offset': 56, 'id': 51763, 'label': 'threat-actor', 'start_offset': 47}, {'end_offset': 137, 'id': 51764, 'label': 'location', 'start_offset': 127}, {'end_offset': 157, 'id': 51765, 'label': 'location', 'start_offset': 151}, {'end_offset': 187, 'id': 51766, 'label': 'location', 'start_offset': 182}, {'end_offset': 201, 'id': 51767, 'label': 'location', 'start_offset': 192}, {'end_offset': 263, 'id': 51768, 'label': 'campaign', 'start_offset': 258}, {'end_offset': 99, 'id': 51772, 'label': 'identity', 'start_offset': 79}, {'end_offset': 285, 'id': 51770, 'label': 'campaign', 'start_offset': 268}]","[{'from_id': 51763, 'id': 1154, 'to_id': 51772, 'type': 'targets'}, {'from_id': 51772, 'id': 1155, 'to_id': 51764, 'type': 'located-at'}, {'from_id': 51772, 'id': 1156, 'to_id': 51765, 'type': 'located-at'}, {'from_id': 51772, 'id': 1157, 'to_id': 51766, 'type': 'located-at'}, {'from_id': 51772, 'id': 1158, 'to_id': 51767, 'type': 'located-at'}, {'from_id': 51763, 'id': 1159, 'to_id': 51768, 'type': 'related-to'}, {'from_id': 51763, 'id': 1160, 'to_id': 51770, 'type': 'related-to'}]"
952,Not all apps that use the Taomike library steal SMS messages.,"[{'end_offset': 33, 'id': 46459, 'label': 'identity', 'start_offset': 26}, {'end_offset': 60, 'id': 46460, 'label': 'attack-pattern', 'start_offset': 42}]","[{'from_id': 46459, 'id': 193, 'to_id': 46460, 'type': 'uses'}]"
3628,"For example, a spear phishing attack could use email messages about military exercises sent to military or government targets like we saw with our recent research into CMSTAR Trojan attacks.","[{'end_offset': 29, 'id': 10953, 'label': 'attack-pattern', 'start_offset': 15}, {'end_offset': 174, 'id': 10954, 'label': 'malware', 'start_offset': 168}]","[{'from_id': 10954, 'id': 794, 'to_id': 10953, 'type': 'uses'}]"
3858,"After the execution of accevent.exe, it loads event.dll, which will be placed in the same folder (so it takes loading priority), after which event.dll decrypts and loads the encrypted backdoor ssssss.ddd, which is BKDR_ANEL.","[{'end_offset': 150, 'id': 49719, 'label': 'FILEPATH', 'start_offset': 141}, {'end_offset': 35, 'id': 49717, 'label': 'FILEPATH', 'start_offset': 23}, {'end_offset': 55, 'id': 49718, 'label': 'FILEPATH', 'start_offset': 46}, {'end_offset': 203, 'id': 49720, 'label': 'FILEPATH', 'start_offset': 193}, {'end_offset': 223, 'id': 49721, 'label': 'malware', 'start_offset': 214}]","[{'from_id': 49717, 'id': 862, 'to_id': 49718, 'type': 'downloads'}, {'from_id': 49720, 'id': 863, 'to_id': 49721, 'type': 'duplicate-of'}]"
1278," Three of the backdoors, NFlog, PoisonIvy, and NewCT have previously been publicly associated with DragonOK.","[{'end_offset': 30, 'id': 44962, 'label': 'malware', 'start_offset': 25}, {'end_offset': 41, 'id': 44963, 'label': 'malware', 'start_offset': 32}, {'end_offset': 52, 'id': 44964, 'label': 'malware', 'start_offset': 47}, {'end_offset': 107, 'id': 44965, 'label': 'threat-actor', 'start_offset': 99}]","[{'from_id': 44962, 'id': 48, 'to_id': 44965, 'type': 'authored-by'}, {'from_id': 44963, 'id': 47, 'to_id': 44965, 'type': 'authored-by'}, {'from_id': 44964, 'id': 46, 'to_id': 44965, 'type': 'authored-by'}]"
4277,The dropped payloads are modified versions of the Remote Administration Tool QuasarRAT that can be traced to the domains sastind-cn[.]org and tautiaos[.]com.,"[{'end_offset': 156, 'id': 50080, 'label': 'url', 'start_offset': 142}, {'end_offset': 86, 'id': 50078, 'label': 'malware', 'start_offset': 77}, {'end_offset': 137, 'id': 50079, 'label': 'url', 'start_offset': 121}]","[{'from_id': 50078, 'id': 915, 'to_id': 50079, 'type': 'communicates-with'}, {'from_id': 50078, 'id': 916, 'to_id': 50080, 'type': 'communicates-with'}]"
1277,"During analysis of this threat, we identified five additional backdoor tools hosted on biosnews[.]info which may be downloaded by the Sysget variants once the attackers have established a foothold.","[{'end_offset': 102, 'id': 46651, 'label': 'url', 'start_offset': 87}, {'end_offset': 140, 'id': 46652, 'label': 'malware', 'start_offset': 134}]","[{'from_id': 46651, 'id': 206, 'to_id': 46652, 'type': 'hosts'}]"
4564,Follina is a remote code execution (RCE) vulnerability in the Microsoft Windows Support Diagnostic Tool (MSDT).,"[{'end_offset': 54, 'id': 50386, 'label': 'vulnerability', 'start_offset': 13}, {'end_offset': 110, 'id': 50387, 'label': 'SOFTWARE', 'start_offset': 62}]","[{'from_id': 50387, 'id': 952, 'to_id': 50386, 'type': 'has'}]"
